,,,,count,count,count,count,count,count,count,count,count,count,count,count,count,count
court_location,,,,"Center(C), 16-24 ft.","Center(C), 24+ ft.","Center(C), 8-16 ft.","Center(C), Less Than 8 ft.","Left Side Center(LC), 16-24 ft.","Left Side Center(LC), 24+ ft.","Left Side(L), 16-24 ft.","Left Side(L), 24+ ft.","Left Side(L), 8-16 ft.","Right Side Center(RC), 16-24 ft.","Right Side Center(RC), 24+ ft.","Right Side(R), 16-24 ft.","Right Side(R), 24+ ft.","Right Side(R), 8-16 ft."
index,player_id,team_id,of_def_flag,,,,,,,,,,,,,,
0,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14592.0
1,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15093.0
2,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6447.0,0.0,0.0
3,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6215.0,0.0,0.0
4,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5383.0,0.0
5,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203.0,0.0
6,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15093.0,0.0,0.0,0.0,0.0,0.0
7,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14681.0,0.0,0.0,0.0,0.0,0.0
8,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,6681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,6794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9452.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8982.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,14052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,14661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Kyle Korver,Atlanta Hawks,def,0.0,0.0,6884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Kyle Korver,Atlanta Hawks,of,0.0,0.0,6736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Kyle Korver,Atlanta Hawks,def,6546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Kyle Korver,Atlanta Hawks,of,7195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Kyle Korver,Atlanta Hawks,def,0.0,18851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Kyle Korver,Atlanta Hawks,of,0.0,19555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8744.0,0.0,0.0,0.0,0.0
21,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8796.0,0.0,0.0,0.0,0.0
22,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19831.0,0.0,0.0,0.0
23,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19102.0,0.0,0.0,0.0
24,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,8986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,8050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Kyle Korver,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,28986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Kyle Korver,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,27718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10404.0
29,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12093.0
30,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4911.0,0.0,0.0
31,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5179.0,0.0,0.0
32,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5835.0,0.0
33,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5349.0,0.0
34,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8858.0,0.0,0.0,0.0,0.0,0.0
35,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9619.0,0.0,0.0,0.0,0.0,0.0
36,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,4339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5142.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5176.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,11013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,11105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,6167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,6681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Thabo Sefolosha,Atlanta Hawks,def,5998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Thabo Sefolosha,Atlanta Hawks,of,5435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Thabo Sefolosha,Atlanta Hawks,def,0.0,13676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Thabo Sefolosha,Atlanta Hawks,of,0.0,13596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7260.0,0.0,0.0,0.0,0.0
49,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7354.0,0.0,0.0,0.0,0.0
50,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15277.0,0.0,0.0,0.0
51,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16433.0,0.0,0.0,0.0
52,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,6754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,6825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Thabo Sefolosha,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,14564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Thabo Sefolosha,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,15882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16828.0
57,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18625.0
58,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3846.0,0.0,0.0
59,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4720.0,0.0,0.0
60,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,0.0
61,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845.0,0.0
62,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15925.0,0.0,0.0,0.0,0.0,0.0
63,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17498.0,0.0,0.0,0.0,0.0,0.0
64,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,3260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,3684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,35476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,36811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Paul Millsap,Atlanta Hawks,def,0.0,0.0,18828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Paul Millsap,Atlanta Hawks,of,0.0,0.0,19613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Paul Millsap,Atlanta Hawks,def,17284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Paul Millsap,Atlanta Hawks,of,18989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Paul Millsap,Atlanta Hawks,def,0.0,36747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Paul Millsap,Atlanta Hawks,of,0.0,37263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9887.0,0.0,0.0,0.0,0.0
77,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10712.0,0.0,0.0,0.0,0.0
78,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7867.0,0.0,0.0,0.0
79,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8498.0,0.0,0.0,0.0
80,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,8269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,8685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Paul Millsap,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,7671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Paul Millsap,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,7761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19334.0
85,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18251.0
86,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3431.0,0.0,0.0
87,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3670.0,0.0,0.0
88,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,0.0
89,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.0,0.0
90,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15470.0,0.0,0.0,0.0,0.0,0.0
91,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14732.0,0.0,0.0,0.0,0.0,0.0
92,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,35479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,33694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Al Horford,Atlanta Hawks,def,0.0,0.0,27455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Al Horford,Atlanta Hawks,of,0.0,0.0,26424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Al Horford,Atlanta Hawks,def,19429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Al Horford,Atlanta Hawks,of,18573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Al Horford,Atlanta Hawks,def,0.0,34359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Al Horford,Atlanta Hawks,of,0.0,33009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7800.0,0.0,0.0,0.0,0.0
105,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7887.0,0.0,0.0,0.0,0.0
106,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4673.0,0.0,0.0,0.0
107,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4919.0,0.0,0.0,0.0
108,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,7523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,7968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Al Horford,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,4620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Al Horford,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,4562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6559.0
113,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7515.0
114,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,0.0,0.0
115,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0
116,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
117,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
118,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8777.0,0.0,0.0,0.0,0.0,0.0
119,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9846.0,0.0,0.0,0.0,0.0,0.0
120,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
123,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
124,,Atlanta Hawks,def,0.0,0.0,0.0,14329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,,Atlanta Hawks,of,0.0,0.0,0.0,17140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,,Atlanta Hawks,def,0.0,0.0,9142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,,Atlanta Hawks,of,0.0,0.0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,,Atlanta Hawks,def,6680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,,Atlanta Hawks,of,7321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,,Atlanta Hawks,def,0.0,10747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,,Atlanta Hawks,of,0.0,12960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542.0,0.0,0.0,0.0,0.0
133,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967.0,0.0,0.0,0.0,0.0
134,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.0,0.0,0.0,0.0
135,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.0,0.0,0.0,0.0
136,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,2717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,3164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11373.0
141,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11455.0
142,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641.0,0.0,0.0
143,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3088.0,0.0,0.0
144,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,0.0
145,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.0,0.0
146,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9709.0,0.0,0.0,0.0,0.0,0.0
147,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10847.0,0.0,0.0,0.0,0.0,0.0
148,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,3740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,3799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,9200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,10133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Jeff Teague,Atlanta Hawks,def,0.0,0.0,8086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Jeff Teague,Atlanta Hawks,of,0.0,0.0,9740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Jeff Teague,Atlanta Hawks,def,9515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Jeff Teague,Atlanta Hawks,of,10042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Jeff Teague,Atlanta Hawks,def,0.0,36180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Jeff Teague,Atlanta Hawks,of,0.0,37135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10523.0,0.0,0.0,0.0,0.0
161,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9437.0,0.0,0.0,0.0,0.0
162,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18684.0,0.0,0.0,0.0
163,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18638.0,0.0,0.0,0.0
164,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,9582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,9821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Jeff Teague,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,24201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Jeff Teague,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,23743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Shelvin Mack,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0
169,Shelvin Mack,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0
170,Shelvin Mack,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,0.0
171,Shelvin Mack,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0
172,Shelvin Mack,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0
173,Shelvin Mack,Atlanta Hawks,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0
174,Shelvin Mack,Atlanta Hawks,def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,0.0,0.0,0.0,0.0,0.0
