,event_id,game_clock,home,player_id,radius,shot_clock,team_id,visitor,x_loc,y_loc,court_location,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,of_def_flag
0,1,690.62,1610612741,-1,0.32067,15.94,-1,1610612738,30.16838,42.56613,20.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
1,1,690.62,1610612741,2200,0.0,15.94,1610612741,1610612738,5.33412,22.71056,9.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
2,1,690.62,1610612741,201959,0.0,15.94,1610612741,1610612738,22.77777,24.37119,11.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
3,1,690.62,1610612741,201565,0.0,15.94,1610612741,1610612738,30.66458,41.14882,20.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
4,1,690.62,1610612741,202710,0.0,15.94,1610612741,1610612738,13.41336,19.75277,2.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
5,1,690.62,1610612741,202703,0.0,15.94,1610612741,1610612738,7.12859,26.1284,9.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
6,1,690.62,1610612741,101161,0.0,15.94,1610612738,1610612738,11.16209,18.70464,2.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,of
7,1,690.62,1610612741,202323,0.0,15.94,1610612738,1610612738,12.56826,23.06288,9.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,of
8,1,690.62,1610612741,202738,0.0,15.94,1610612738,1610612738,26.39255,36.61873,20.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,of
9,1,690.62,1610612741,203482,0.0,15.94,1610612738,1610612738,18.64607,27.24504,10.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,of
10,1,690.62,1610612741,203109,0.0,15.94,1610612738,1610612738,7.94602,30.96187,9.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,of
11,1,690.1,1610612741,-1,3.76279,15.42,-1,1610612738,26.28337,44.52823,20.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
12,1,690.1,1610612741,2200,0.0,15.42,1610612741,1610612738,4.02924,29.25364,9.0,21500537,1,10,0,1,8:03 PM,12:00,Jump Ball Gasol vs. Johnson: Tip to Thomas,,,,,4.0,2200,Pau Gasol,1610612741.0,Chicago,Bulls,CHI,5,101161,Amir Johnson,1610612738.0,Boston,Celtics,BOS,5,202738,Isaiah Thomas,1610612738.0,Boston,Celtics,BOS,def
