team_id,player_id,court_location,of_def_flag,count
1610612737,201168,15.0,def,2542.0
1610612737,201168,15.0,of,2967.0
1610612737,201168,16.0,def,965.0
1610612737,201168,16.0,of,1185.0
1610612737,201168,19.0,def,2717.0
1610612737,201168,19.0,of,3164.0
1610612737,201168,20.0,def,1174.0
1610612737,201168,20.0,of,1232.0
1610612737,201952,2.0,def,11373.0
1610612737,201952,2.0,of,11455.0
1610612737,201952,3.0,def,2641.0
1610612737,201952,3.0,of,3088.0
1610612737,201952,4.0,def,790.0
1610612737,201952,4.0,of,1491.0
1610612737,201952,6.0,def,9709.0
1610612737,201952,6.0,of,10847.0
1610612737,201952,7.0,def,3740.0
1610612737,201952,7.0,of,3799.0
1610612737,201952,8.0,def,1490.0
1610612737,201952,8.0,of,1266.0
1610612737,201952,9.0,def,9200.0
1610612737,201952,9.0,of,10133.0
1610612737,201952,10.0,def,8086.0
1610612737,201952,10.0,of,9740.0
1610612737,201952,11.0,def,9515.0
1610612737,201952,11.0,of,10042.0
1610612737,201952,12.0,def,36180.0
1610612737,201952,12.0,of,37135.0
1610612737,201952,15.0,def,10523.0
1610612737,201952,15.0,of,9437.0
1610612737,201952,16.0,def,18684.0
1610612737,201952,16.0,of,18638.0
1610612737,201952,19.0,def,9582.0
1610612737,201952,19.0,of,9821.0
1610612737,201952,20.0,def,24201.0
1610612737,201952,20.0,of,23743.0
1610612737,202714,2.0,def,1356.0
1610612737,202714,2.0,of,933.0
1610612737,202714,3.0,def,618.0
1610612737,202714,3.0,of,372.0
1610612737,202714,4.0,def,275.0
1610612737,202714,4.0,of,214.0
1610612737,202714,6.0,def,1271.0
1610612737,202714,6.0,of,979.0
1610612737,202714,7.0,def,736.0
1610612737,202714,7.0,of,374.0
1610612737,202714,8.0,def,352.0
1610612737,202714,8.0,of,270.0
1610612737,202714,9.0,def,1169.0
1610612737,202714,9.0,of,1174.0
1610612737,202714,10.0,def,1006.0
1610612737,202714,10.0,of,933.0
1610612737,202714,11.0,def,1109.0
1610612737,202714,11.0,of,983.0
1610612737,202714,12.0,def,4660.0
1610612737,202714,12.0,of,3447.0
1610612737,202714,15.0,def,1310.0
1610612737,202714,15.0,of,1057.0
1610612737,202714,16.0,def,3169.0
1610612737,202714,16.0,of,2470.0
1610612737,202714,19.0,def,1364.0
1610612737,202714,19.0,of,910.0
1610612737,202714,20.0,def,3124.0
1610612737,202714,20.0,of,2748.0
1610612737,203118,2.0,def,7969.0
1610612737,203118,2.0,of,5523.0
1610612737,203118,3.0,def,1656.0
1610612737,203118,3.0,of,1236.0
1610612737,203118,4.0,def,988.0
1610612737,203118,4.0,of,1055.0
1610612737,203118,6.0,def,8158.0
1610612737,203118,6.0,of,6305.0
1610612737,203118,7.0,def,1356.0
1610612737,203118,7.0,of,1329.0
1610612737,203118,8.0,def,1608.0
1610612737,203118,8.0,of,1185.0
1610612737,203118,9.0,def,13080.0
1610612737,203118,9.0,of,9611.0
1610612737,203118,10.0,def,7607.0
1610612737,203118,10.0,of,6054.0
1610612737,203118,11.0,def,7474.0
1610612737,203118,11.0,of,6355.0
1610612737,203118,12.0,def,15271.0
1610612737,203118,12.0,of,11863.0
1610612737,203118,15.0,def,4751.0
1610612737,203118,15.0,of,3438.0
1610612737,203118,16.0,def,3317.0
1610612737,203118,16.0,of,2657.0
1610612737,203118,19.0,def,4189.0
1610612737,203118,19.0,of,3617.0
1610612737,203118,20.0,def,3243.0
1610612737,203118,20.0,of,3648.0
1610612737,203145,2.0,def,10077.0
1610612737,203145,2.0,of,10986.0
1610612737,203145,3.0,def,5243.0
1610612737,203145,3.0,of,5819.0
1610612737,203145,4.0,def,6554.0
1610612737,203145,4.0,of,7104.0
1610612737,203145,6.0,def,10134.0
1610612737,203145,6.0,of,11320.0
1610612737,203145,7.0,def,5766.0
1610612737,203145,7.0,of,6360.0
1610612737,203145,8.0,def,4834.0
1610612737,203145,8.0,of,5224.0
1610612737,203145,9.0,def,12723.0
1610612737,203145,9.0,of,13497.0
1610612737,203145,10.0,def,6015.0
1610612737,203145,10.0,of,6173.0
1610612737,203145,11.0,def,5332.0
1610612737,203145,11.0,of,5146.0
1610612737,203145,12.0,def,18759.0
1610612737,203145,12.0,of,19227.0
1610612737,203145,15.0,def,7327.0
1610612737,203145,15.0,of,7407.0
1610612737,203145,16.0,def,20501.0
1610612737,203145,16.0,of,20999.0
1610612737,203145,19.0,def,7602.0
1610612737,203145,19.0,of,8118.0
1610612737,203145,20.0,def,20536.0
1610612737,203145,20.0,of,21919.0
1610612737,203200,2.0,def,4129.0
1610612737,203200,2.0,of,2614.0
1610612737,203200,3.0,def,1577.0
1610612737,203200,3.0,of,1129.0
1610612737,203200,4.0,def,2703.0
1610612737,203200,4.0,of,2382.0
1610612737,203200,6.0,def,3381.0
1610612737,203200,6.0,of,2805.0
1610612737,203200,7.0,def,1071.0
1610612737,203200,7.0,of,1264.0
1610612737,203200,8.0,def,1657.0
1610612737,203200,8.0,of,1276.0
1610612737,203200,9.0,def,3801.0
1610612737,203200,9.0,of,2563.0
1610612737,203200,10.0,def,1622.0
1610612737,203200,10.0,of,1174.0
1610612737,203200,11.0,def,1278.0
1610612737,203200,11.0,of,1185.0
1610612737,203200,12.0,def,3483.0
1610612737,203200,12.0,of,2938.0
1610612737,203200,15.0,def,2227.0
1610612737,203200,15.0,of,1560.0
1610612737,203200,16.0,def,5912.0
1610612737,203200,16.0,of,4811.0
1610612737,203200,19.0,def,2081.0
1610612737,203200,19.0,of,1715.0
1610612737,203200,20.0,def,5089.0
1610612737,203200,20.0,of,4329.0
1610612737,203471,2.0,def,7897.0
1610612737,203471,2.0,of,7889.0
1610612737,203471,3.0,def,2983.0
1610612737,203471,3.0,of,2853.0
1610612737,203471,4.0,def,818.0
1610612737,203471,4.0,of,632.0
1610612737,203471,6.0,def,8693.0
1610612737,203471,6.0,of,9193.0
1610612737,203471,7.0,def,2699.0
1610612737,203471,7.0,of,3354.0
1610612737,203471,8.0,def,856.0
1610612737,203471,8.0,of,968.0
1610612737,203471,9.0,def,8153.0
1610612737,203471,9.0,of,8524.0
1610612737,203471,10.0,def,6463.0
1610612737,203471,10.0,of,6760.0
1610612737,203471,11.0,def,7004.0
1610612737,203471,11.0,of,6878.0
1610612737,203471,12.0,def,27064.0
1610612737,203471,12.0,of,29837.0
1610612737,203471,15.0,def,6757.0
1610612737,203471,15.0,of,6886.0
1610612737,203471,16.0,def,14459.0
1610612737,203471,16.0,of,15921.0
1610612737,203471,19.0,def,7267.0
1610612737,203471,19.0,of,7562.0
1610612737,203471,20.0,def,16570.0
1610612737,203471,20.0,of,18409.0
1610612737,203488,2.0,def,3032.0
1610612737,203488,2.0,of,4738.0
1610612737,203488,3.0,def,500.0
1610612737,203488,3.0,of,722.0
1610612737,203488,4.0,def,409.0
1610612737,203488,4.0,of,524.0
1610612737,203488,6.0,def,3773.0
1610612737,203488,6.0,of,5270.0
1610612737,203488,7.0,def,823.0
1610612737,203488,7.0,of,933.0
1610612737,203488,8.0,def,544.0
1610612737,203488,8.0,of,830.0
1610612737,203488,9.0,def,8800.0
1610612737,203488,9.0,of,11157.0
1610612737,203488,10.0,def,5823.0
1610612737,203488,10.0,of,6672.0
1610612737,203488,11.0,def,4780.0
1610612737,203488,11.0,of,5420.0
1610612737,203488,12.0,def,7645.0
1610612737,203488,12.0,of,8380.0
1610612737,203488,15.0,def,1645.0
1610612737,203488,15.0,of,1702.0
1610612737,203488,16.0,def,1192.0
1610612737,203488,16.0,of,1134.0
1610612737,203488,19.0,def,1681.0
1610612737,203488,19.0,of,1937.0
1610612737,203488,20.0,def,1205.0
1610612737,203488,20.0,of,1423.0
1610612737,203501,2.0,def,2362.0
1610612737,203501,2.0,of,1564.0
1610612737,203501,3.0,def,807.0
1610612737,203501,3.0,of,767.0
1610612737,203501,4.0,def,1107.0
1610612737,203501,4.0,of,1163.0
1610612737,203501,6.0,def,2146.0
1610612737,203501,6.0,of,1126.0
1610612737,203501,7.0,def,707.0
1610612737,203501,7.0,of,903.0
1610612737,203501,8.0,def,1486.0
1610612737,203501,8.0,of,1269.0
1610612737,203501,9.0,def,1728.0
1610612737,203501,9.0,of,1262.0
1610612737,203501,10.0,def,960.0
1610612737,203501,10.0,of,680.0
1610612737,203501,11.0,def,1144.0
1610612737,203501,11.0,of,690.0
1610612737,203501,12.0,def,2550.0
1610612737,203501,12.0,of,2462.0
1610612737,203501,15.0,def,1262.0
1610612737,203501,15.0,of,974.0
1610612737,203501,16.0,def,3490.0
1610612737,203501,16.0,of,3056.0
1610612737,203501,19.0,def,1373.0
1610612737,203501,19.0,of,1254.0
1610612737,203501,20.0,def,3311.0
1610612737,203501,20.0,of,2927.0
1610612737,203934,2.0,def,4120.0
1610612737,203934,2.0,of,4896.0
1610612737,203934,3.0,def,2395.0
1610612737,203934,3.0,of,2993.0
1610612737,203934,4.0,def,2100.0
1610612737,203934,4.0,of,2066.0
1610612737,203934,6.0,def,3734.0
1610612737,203934,6.0,of,4547.0
1610612737,203934,7.0,def,2665.0
1610612737,203934,7.0,of,2851.0
1610612737,203934,8.0,def,1784.0
1610612737,203934,8.0,of,2369.0
1610612737,203934,9.0,def,4509.0
1610612737,203934,9.0,of,4118.0
1610612737,203934,10.0,def,2011.0
1610612737,203934,10.0,of,1910.0
1610612737,203934,11.0,def,1640.0
1610612737,203934,11.0,of,1758.0
1610612737,203934,12.0,def,6078.0
1610612737,203934,12.0,of,5296.0
1610612737,203934,15.0,def,3049.0
1610612737,203934,15.0,of,2947.0
1610612737,203934,16.0,def,7353.0
1610612737,203934,16.0,of,6804.0
1610612737,203934,19.0,def,2347.0
1610612737,203934,19.0,of,2594.0
1610612737,203934,20.0,def,7968.0
1610612737,203934,20.0,of,8228.0
1610612737,204002,2.0,def,568.0
1610612737,204002,2.0,of,991.0
1610612737,204002,3.0,def,34.0
1610612737,204002,3.0,of,28.0
1610612737,204002,4.0,def,12.0
1610612737,204002,6.0,def,454.0
1610612737,204002,6.0,of,920.0
1610612737,204002,7.0,def,21.0
1610612737,204002,7.0,of,40.0
1610612737,204002,8.0,def,8.0
1610612737,204002,9.0,def,1194.0
1610612737,204002,9.0,of,2625.0
1610612737,204002,10.0,def,671.0
1610612737,204002,10.0,of,1433.0
1610612737,204002,11.0,def,554.0
1610612737,204002,11.0,of,1019.0
1610612737,204002,12.0,def,863.0
1610612737,204002,12.0,of,1846.0
1610612737,204002,15.0,def,113.0
1610612737,204002,15.0,of,335.0
1610612737,204002,16.0,def,23.0
1610612737,204002,16.0,of,40.0
1610612737,204002,19.0,def,152.0
1610612737,204002,19.0,of,298.0
1610612737,204002,20.0,def,27.0
1610612737,204002,20.0,of,67.0
1610612738,101135,2.0,def,4820.0
1610612738,101135,2.0,of,5310.0
1610612738,101135,3.0,def,615.0
1610612738,101135,3.0,of,293.0
1610612738,101135,4.0,def,22.0
1610612738,101135,4.0,of,34.0
1610612738,101135,6.0,def,5844.0
1610612738,101135,6.0,of,5417.0
1610612738,101135,7.0,def,757.0
1610612738,101135,7.0,of,534.0
1610612738,101135,8.0,def,90.0
1610612738,101135,8.0,of,2.0
1610612738,101135,9.0,def,12947.0
1610612738,101135,9.0,of,12194.0
1610612738,101135,10.0,def,9415.0
1610612738,101135,10.0,of,9501.0
1610612738,101135,11.0,def,7481.0
1610612738,101135,11.0,of,6487.0
1610612738,101135,12.0,def,14248.0
1610612738,101135,12.0,of,12409.0
1610612738,101135,15.0,def,2886.0
1610612738,101135,15.0,of,2789.0
1610612738,101135,16.0,def,1482.0
1610612738,101135,16.0,of,1323.0
1610612738,101135,19.0,def,3263.0
1610612738,101135,19.0,of,2967.0
1610612738,101135,20.0,def,1759.0
1610612738,101135,20.0,of,1427.0
1610612738,101161,2.0,def,9259.0
1610612738,101161,2.0,of,9313.0
1610612738,101161,3.0,def,900.0
1610612738,101161,3.0,of,1029.0
1610612738,101161,4.0,def,531.0
1610612738,101161,4.0,of,353.0
1610612738,101161,6.0,def,9386.0
1610612738,101161,6.0,of,10354.0
1610612738,101161,7.0,def,992.0
1610612738,101161,7.0,of,990.0
1610612738,101161,8.0,def,579.0
1610612738,101161,8.0,of,394.0
1610612738,101161,9.0,def,27695.0
1610612738,101161,9.0,of,27276.0
1610612738,101161,10.0,def,14936.0
1610612738,101161,10.0,of,16725.0
1610612738,101161,11.0,def,13918.0
1610612738,101161,11.0,of,13634.0
1610612738,101161,12.0,def,26907.0
1610612738,101161,12.0,of,27173.0
1610612738,101161,15.0,def,6004.0
1610612738,101161,15.0,of,5759.0
1610612738,101161,16.0,def,3758.0
1610612738,101161,16.0,of,3716.0
1610612738,101161,19.0,def,6309.0
1610612738,101161,19.0,of,5844.0
1610612738,101161,20.0,def,4041.0
1610612738,101161,20.0,of,4197.0
1610612738,201973,2.0,def,8094.0
1610612738,201973,2.0,of,5630.0
1610612738,201973,3.0,def,2479.0
1610612738,201973,3.0,of,1184.0
1610612738,201973,4.0,def,2348.0
1610612738,201973,4.0,of,937.0
1610612738,201973,6.0,def,7114.0
1610612738,201973,6.0,of,5602.0
1610612738,201973,7.0,def,3441.0
1610612738,201973,7.0,of,1880.0
1610612738,201973,8.0,def,2621.0
1610612738,201973,8.0,of,2123.0
1610612738,201973,9.0,def,11225.0
1610612738,201973,9.0,of,8971.0
1610612738,201973,10.0,def,6598.0
1610612738,201973,10.0,of,5178.0
1610612738,201973,11.0,def,6443.0
1610612738,201973,11.0,of,4815.0
1610612738,201973,12.0,def,13923.0
1610612738,201973,12.0,of,11104.0
1610612738,201973,15.0,def,5155.0
1610612738,201973,15.0,of,3733.0
1610612738,201973,16.0,def,6591.0
1610612738,201973,16.0,of,3761.0
1610612738,201973,19.0,def,4657.0
1610612738,201973,19.0,of,4018.0
1610612738,201973,20.0,def,7490.0
1610612738,201973,20.0,of,5314.0
1610612738,202323,2.0,def,12383.0
1610612738,202323,2.0,of,12919.0
1610612738,202323,3.0,def,5426.0
1610612738,202323,3.0,of,5954.0
1610612738,202323,4.0,def,5927.0
1610612738,202323,4.0,of,5584.0
1610612738,202323,6.0,def,12515.0
1610612738,202323,6.0,of,13449.0
1610612738,202323,7.0,def,6312.0
1610612738,202323,7.0,of,6238.0
1610612738,202323,8.0,def,5167.0
1610612738,202323,8.0,of,3612.0
1610612738,202323,9.0,def,12563.0
1610612738,202323,9.0,of,14537.0
1610612738,202323,10.0,def,7639.0
1610612738,202323,10.0,of,8106.0
1610612738,202323,11.0,def,7642.0
1610612738,202323,11.0,of,8712.0
1610612738,202323,12.0,def,24649.0
1610612738,202323,12.0,of,24521.0
1610612738,202323,15.0,def,9017.0
1610612738,202323,15.0,of,9304.0
1610612738,202323,16.0,def,17861.0
1610612738,202323,16.0,of,18198.0
1610612738,202323,19.0,def,9124.0
1610612738,202323,19.0,of,9911.0
1610612738,202323,20.0,def,18100.0
1610612738,202323,20.0,of,17330.0
1610612738,202340,2.0,def,8880.0
1610612738,202340,2.0,of,10540.0
1610612738,202340,3.0,def,6756.0
1610612738,202340,3.0,of,7341.0
1610612738,202340,4.0,def,7378.0
1610612738,202340,4.0,of,6941.0
1610612738,202340,6.0,def,9988.0
1610612738,202340,6.0,of,10338.0
1610612738,202340,7.0,def,8084.0
1610612738,202340,7.0,of,8941.0
1610612738,202340,8.0,def,10677.0
1610612738,202340,8.0,of,11128.0
1610612738,202340,9.0,def,8499.0
1610612738,202340,9.0,of,8421.0
1610612738,202340,10.0,def,4491.0
1610612738,202340,10.0,of,4364.0
1610612738,202340,11.0,def,6857.0
1610612738,202340,11.0,of,7636.0
1610612738,202340,12.0,def,21764.0
1610612738,202340,12.0,of,25663.0
1610612738,202340,15.0,def,7797.0
1610612738,202340,15.0,of,9916.0
1610612738,202340,16.0,def,18819.0
1610612738,202340,16.0,of,21312.0
1610612738,202340,19.0,def,9607.0
1610612738,202340,19.0,of,10597.0
1610612738,202340,20.0,def,28072.0
1610612738,202340,20.0,of,27438.0
1610612738,202738,2.0,def,12084.0
1610612738,202738,2.0,of,12206.0
1610612738,202738,3.0,def,4543.0
1610612738,202738,3.0,of,4235.0
1610612738,202738,4.0,def,2917.0
1610612738,202738,4.0,of,2411.0
1610612738,202738,6.0,def,13327.0
1610612738,202738,6.0,of,13971.0
1610612738,202738,7.0,def,4381.0
1610612738,202738,7.0,of,4408.0
1610612738,202738,8.0,def,1830.0
1610612738,202738,8.0,of,1568.0
1610612738,202738,9.0,def,10394.0
1610612738,202738,9.0,of,10975.0
1610612738,202738,10.0,def,10001.0
1610612738,202738,10.0,of,10508.0
1610612738,202738,11.0,def,11595.0
1610612738,202738,11.0,of,11401.0
1610612738,202738,12.0,def,46515.0
1610612738,202738,12.0,of,45332.0
1610612738,202738,15.0,def,11243.0
1610612738,202738,15.0,of,11406.0
1610612738,202738,16.0,def,22645.0
1610612738,202738,16.0,of,22817.0
1610612738,202738,19.0,def,13401.0
1610612738,202738,19.0,of,12998.0
1610612738,202738,20.0,def,22676.0
1610612738,202738,20.0,of,22661.0
1610612738,203092,2.0,def,2980.0
1610612738,203092,2.0,of,2146.0
1610612738,203092,3.0,def,468.0
1610612738,203092,3.0,of,235.0
1610612738,203092,4.0,def,49.0
1610612738,203092,4.0,of,4.0
1610612738,203092,6.0,def,3442.0
1610612738,203092,6.0,of,2246.0
1610612738,203092,7.0,def,434.0
1610612738,203092,7.0,of,224.0
1610612738,203092,8.0,def,51.0
1610612738,203092,8.0,of,18.0
1610612738,203092,9.0,def,8219.0
1610612738,203092,9.0,of,6222.0
1610612738,203092,10.0,def,6088.0
1610612738,203092,10.0,of,4422.0
1610612738,203092,11.0,def,3936.0
1610612738,203092,11.0,of,2831.0
1610612738,203092,12.0,def,6707.0
1610612738,203092,12.0,of,4090.0
1610612738,203092,15.0,def,1683.0
1610612738,203092,15.0,of,1003.0
1610612738,203092,16.0,def,571.0
1610612738,203092,16.0,of,457.0
1610612738,203092,19.0,def,1495.0
1610612738,203092,19.0,of,1247.0
1610612738,203092,20.0,def,846.0
1610612738,203092,20.0,of,548.0
1610612738,203096,2.0,def,12585.0
1610612738,203096,2.0,of,12162.0
1610612738,203096,3.0,def,1481.0
1610612738,203096,3.0,of,1056.0
1610612738,203096,4.0,def,194.0
1610612738,203096,4.0,of,119.0
1610612738,203096,6.0,def,11169.0
1610612738,203096,6.0,of,10854.0
1610612738,203096,7.0,def,1055.0
1610612738,203096,7.0,of,1443.0
1610612738,203096,8.0,def,337.0
1610612738,203096,8.0,of,306.0
1610612738,203096,9.0,def,29464.0
1610612738,203096,9.0,of,28836.0
1610612738,203096,10.0,def,18848.0
1610612738,203096,10.0,of,19500.0
1610612738,203096,11.0,def,14331.0
1610612738,203096,11.0,of,12903.0
1610612738,203096,12.0,def,23848.0
1610612738,203096,12.0,of,24427.0
1610612738,203096,15.0,def,6252.0
1610612738,203096,15.0,of,5927.0
1610612738,203096,16.0,def,4740.0
1610612738,203096,16.0,of,4596.0
1610612738,203096,19.0,def,6273.0
1610612738,203096,19.0,of,6099.0
1610612738,203096,20.0,def,6122.0
1610612738,203096,20.0,of,6417.0
1610612738,203109,2.0,def,17186.0
1610612738,203109,2.0,of,17369.0
1610612738,203109,3.0,def,6696.0
1610612738,203109,3.0,of,6440.0
1610612738,203109,4.0,def,8855.0
1610612738,203109,4.0,of,7964.0
1610612738,203109,6.0,def,15973.0
1610612738,203109,6.0,of,15853.0
1610612738,203109,7.0,def,6217.0
1610612738,203109,7.0,of,6214.0
1610612738,203109,8.0,def,6665.0
1610612738,203109,8.0,of,6038.0
1610612738,203109,9.0,def,15284.0
1610612738,203109,9.0,of,16798.0
1610612738,203109,10.0,def,7872.0
1610612738,203109,10.0,of,8482.0
1610612738,203109,11.0,def,7665.0
1610612738,203109,11.0,of,8885.0
1610612738,203109,12.0,def,24935.0
1610612738,203109,12.0,of,27028.0
1610612738,203109,15.0,def,10849.0
1610612738,203109,15.0,of,11251.0
1610612738,203109,16.0,def,24583.0
1610612738,203109,16.0,of,23809.0
1610612738,203109,19.0,def,10373.0
1610612738,203109,19.0,of,10148.0
1610612738,203109,20.0,def,23706.0
1610612738,203109,20.0,of,23192.0
1610612738,203482,2.0,def,9415.0
1610612738,203482,2.0,of,7909.0
1610612738,203482,3.0,def,1493.0
1610612738,203482,3.0,of,1607.0
1610612738,203482,4.0,def,1268.0
1610612738,203482,4.0,of,1413.0
1610612738,203482,6.0,def,9382.0
1610612738,203482,6.0,of,11035.0
1610612738,203482,7.0,def,1484.0
1610612738,203482,7.0,of,1507.0
1610612738,203482,8.0,def,1401.0
1610612738,203482,8.0,of,1217.0
1610612738,203482,9.0,def,19067.0
1610612738,203482,9.0,of,19544.0
1610612738,203482,10.0,def,13023.0
1610612738,203482,10.0,of,13590.0
1610612738,203482,11.0,def,10469.0
1610612738,203482,11.0,of,10111.0
1610612738,203482,12.0,def,19470.0
1610612738,203482,12.0,of,20258.0
1610612738,203482,15.0,def,5426.0
1610612738,203482,15.0,of,4829.0
1610612738,203482,16.0,def,10992.0
1610612738,203482,16.0,of,9901.0
1610612738,203482,19.0,def,5768.0
1610612738,203482,19.0,of,5765.0
1610612738,203482,20.0,def,10026.0
1610612738,203482,20.0,of,10345.0
1610612738,203923,2.0,def,1493.0
1610612738,203923,2.0,of,1754.0
1610612738,203923,3.0,def,872.0
1610612738,203923,3.0,of,1255.0
1610612738,203923,4.0,def,1592.0
1610612738,203923,4.0,of,1627.0
1610612738,203923,6.0,def,1132.0
1610612738,203923,6.0,of,1204.0
1610612738,203923,7.0,def,1082.0
1610612738,203923,7.0,of,990.0
1610612738,203923,8.0,def,1291.0
1610612738,203923,8.0,of,974.0
1610612738,203923,9.0,def,1168.0
1610612738,203923,9.0,of,1246.0
1610612738,203923,10.0,def,772.0
1610612738,203923,10.0,of,847.0
1610612738,203923,11.0,def,637.0
1610612738,203923,11.0,of,705.0
1610612738,203923,12.0,def,1595.0
1610612738,203923,12.0,of,2371.0
1610612738,203923,15.0,def,979.0
1610612738,203923,15.0,of,1060.0
1610612738,203923,16.0,def,2810.0
1610612738,203923,16.0,of,3014.0
1610612738,203923,19.0,def,1196.0
1610612738,203923,19.0,of,1001.0
1610612738,203923,20.0,def,2193.0
1610612738,203923,20.0,of,2383.0
1610612738,203935,2.0,def,5681.0
1610612738,203935,2.0,of,6861.0
1610612738,203935,3.0,def,2638.0
1610612738,203935,3.0,of,3833.0
1610612738,203935,4.0,def,2461.0
1610612738,203935,4.0,of,3549.0
1610612738,203935,6.0,def,5256.0
1610612738,203935,6.0,of,6023.0
1610612738,203935,7.0,def,2417.0
1610612738,203935,7.0,of,3195.0
1610612738,203935,8.0,def,2974.0
1610612738,203935,8.0,of,2887.0
1610612738,203935,9.0,def,5973.0
1610612738,203935,9.0,of,7135.0
