1610612737,2.0,def,120600.0
1610612737,2.0,of,123166.0
1610612737,3.0,def,37896.0
1610612737,3.0,of,39441.0
1610612737,4.0,def,29804.0
1610612737,4.0,of,30790.0
1610612737,6.0,def,115576.0
1610612737,6.0,of,119688.0
1610612737,7.0,def,36535.0
1610612737,7.0,of,38775.0
1610612737,8.0,def,31442.0
1610612737,8.0,of,30794.0
1610612737,9.0,def,174706.0
1610612737,9.0,of,178075.0
1610612737,10.0,def,108740.0
1610612737,10.0,of,111683.0
1610612737,11.0,def,95767.0
1610612737,11.0,of,96989.0
1610612737,12.0,def,236933.0
1610612737,12.0,of,238814.0
1610612737,15.0,def,75197.0
1610612737,15.0,of,73459.0
1610612737,16.0,def,126713.0
1610612737,16.0,of,126667.0
1610612737,19.0,def,71887.0
1610612737,19.0,of,72518.0
1610612737,20.0,def,142289.0
1610612737,20.0,of,144596.0
1610612738,2.0,def,108305.0
1610612738,2.0,of,107415.0
1610612738,3.0,def,36441.0
1610612738,3.0,of,36185.0
1610612738,4.0,def,36459.0
1610612738,4.0,of,33755.0
1610612738,6.0,def,107720.0
1610612738,6.0,of,109750.0
1610612738,7.0,def,39245.0
1610612738,7.0,of,39321.0
1610612738,8.0,def,36274.0
1610612738,8.0,of,32525.0
1610612738,9.0,def,165268.0
1610612738,9.0,of,165085.0
1610612738,10.0,def,105190.0
1610612738,10.0,of,106864.0
1610612738,11.0,def,97043.0
1610612738,11.0,of,94775.0
1610612738,12.0,def,242679.0
1610612738,12.0,of,245019.0
1610612738,15.0,def,73756.0
1610612738,15.0,of,73915.0
1610612738,16.0,def,130822.0
1610612738,16.0,of,130071.0
1610612738,19.0,def,78728.0
1610612738,19.0,of,78640.0
1610612738,20.0,def,144360.0
1610612738,20.0,of,139255.0
1610612739,2.0,def,95584.0
1610612739,2.0,of,94023.0
1610612739,3.0,def,31938.0
1610612739,3.0,of,33619.0
1610612739,4.0,def,34428.0
1610612739,4.0,of,32463.0
1610612739,6.0,def,92645.0
1610612739,6.0,of,92093.0
1610612739,7.0,def,32035.0
1610612739,7.0,of,33153.0
1610612739,8.0,def,29675.0
1610612739,8.0,of,27419.0
1610612739,9.0,def,130449.0
1610612739,9.0,of,132478.0
1610612739,10.0,def,79496.0
1610612739,10.0,of,81378.0
1610612739,11.0,def,76958.0
1610612739,11.0,of,77557.0
1610612739,12.0,def,189423.0
1610612739,12.0,of,190058.0
1610612739,15.0,def,61764.0
1610612739,15.0,of,64262.0
1610612739,16.0,def,112212.0
1610612739,16.0,of,112729.0
1610612739,19.0,def,61418.0
1610612739,19.0,of,59348.0
1610612739,20.0,def,119830.0
1610612739,20.0,of,120485.0
1610612740,2.0,def,113879.0
1610612740,2.0,of,110121.0
1610612740,3.0,def,37378.0
1610612740,3.0,of,37517.0
1610612740,4.0,def,34550.0
1610612740,4.0,of,34825.0
1610612740,6.0,def,109920.0
1610612740,6.0,of,110741.0
1610612740,7.0,def,38725.0
1610612740,7.0,of,37668.0
1610612740,8.0,def,29462.0
1610612740,8.0,of,30732.0
1610612740,9.0,def,148695.0
1610612740,9.0,of,152651.0
1610612740,10.0,def,97796.0
1610612740,10.0,of,98642.0
1610612740,11.0,def,95550.0
1610612740,11.0,of,96165.0
1610612740,12.0,def,228681.0
1610612740,12.0,of,229289.0
1610612740,15.0,def,75526.0
1610612740,15.0,of,76087.0
1610612740,16.0,def,124691.0
1610612740,16.0,of,128496.0
1610612740,19.0,def,74558.0
1610612740,19.0,of,75426.0
1610612740,20.0,def,135399.0
1610612740,20.0,of,138640.0
1610612741,2.0,def,98381.0
1610612741,2.0,of,99741.0
1610612741,3.0,def,31846.0
1610612741,3.0,of,33116.0
1610612741,4.0,def,29338.0
1610612741,4.0,of,28755.0
1610612741,6.0,def,105059.0
1610612741,6.0,of,106847.0
1610612741,7.0,def,36814.0
1610612741,7.0,of,36788.0
1610612741,8.0,def,28932.0
1610612741,8.0,of,28469.0
1610612741,9.0,def,152834.0
1610612741,9.0,of,152355.0
1610612741,10.0,def,93222.0
